rna	protein	methylation
ST8SIA3	0.147042932057452	0.372518051018459	1
SLC25A22	0.0250076716875526	0.683634890934618	1
RABEP2	0.841651079766022	0.0238325917654758	1
ATOX1	0.765784668268733	0.0387174650724041	1
TBL1XR1	0.0397336794930235	0.175134047312123	1
SAMD12	0.960062108665922	0.714109477442897	1
CD163	0.0182257878799722	0.362118279299247	1
JUN	0.503402192533129	0.65129530509798	1
PGBD5	0.812265023474445	0.640655901322456	1
ACAD9	0.948918942597014	0.157020334542396	1
IL17RA	0.619256421143585	0.863588285082601	1
PNPLA2	0.023403112398517	0.427901135282375	1.48923176393128e-08
AGTRAP	0.0351587729976527	0.0468043015543389	1
MAGEB10	0.302549124015078	0.315151515151515	1
DNAJC28	0.941656895697997	0.437643035342253	1
NAALADL2	0.0508255064835927	0.795385805194481	1
CD151	1.57110621898758e-05	0.244727996007518	4.76554164458009e-10
POLR2L	0.000326086252135379	0.0531363850298677	1
FAM20C	0.000843223272611883	0.0513397044021404	1
NECTIN3	0.0204472339323378	0.0401348180845839	1
TMEM94	0.224399550509625	0.0020039123359464	1
FLII	0.527962575160411	0.0549852953859921	1
HNRNPA0	0.00285380923901232	0.269603408140199	1
KCNJ10	0.136331824879589	0.27608428271927	1
CHID1	0.0121104640333768	0.256956803214887	1
AP3S1	0.144853105536674	0.136419797788146	1
GRB2	0.428871472734641	0.0816536593184558	1
UBE2N	0.446904811927386	0.210511179936555	1
ARL6IP6	0.163051564123562	0.0954988281153306	1
ZNF354C	0.261974649912804	0.566959062800916	1
RIC8A	0.00303579758808359	0.148513725636281	1
DMAP1	0.086693087092954	0.128789280167756	1
IMPDH2	0.00502460272569926	0.377939487321328	1
MLF1	0.118516739629046	0.427901135282375	1
C2orf69	0.325718829993052	0.189710853318659	1
GRAMD1C	0.0823366525867401	0.795385805194481	1
BOLA1	0.948918942597014	0.339177541811826	1
PDE4DIP	0.233427918854762	0.427901135282375	1
DDX10	0.0366337551090055	0.250790374339723	1
DALRD3	0.0702763727555592	0.762111058327571	0.0868958360005847
SH2B1	0.960927405901721	0.0125279726152653	1
ZC3H12D	0.437837040713213	0.395959595959596	1.19138541114502e-10
POGLUT3	0.000385582816558933	0.0006717918058675	3.57415623343507e-09
PLEC	0.936921566913605	0.170465732142578	2.26363228117554e-09
TMEM151B	0.599692276386861	0.301430867740466	1
GALNT11	6.48528687003245e-05	0.0136145393998766	1
WDR6	0.0213961990339416	0.394179535172429	1
TMEM11	0.794751385988549	0.144394620955936	1
CALML5	0.651791813041583	0.853009851664558	1
PLEKHM3	0.0639111983700747	0.346779343794596	1
BEND3	0.109403893319245	0.427901135282375	1
NT5DC1	0.451476736301317	0.899765938477385	1
GLDC	0.755033089407277	0.81833550301967	1
P4HTM	0.0223811551251779	0.0842840627462018	1
DTX3	0.00268121953211009	0.0608564500479017	1
KLHL11	0.122316536426914	0.509624754672974	1
SLC25A20	7.19609020482181e-07	0.001723778204524	7.62486663132815e-09
CA8	0.742832814670442	0.694548778780357	0.0133817655568949
ERBB4	0.151494842900789	0.500158378158135	1
MAF	0.085221691374758	0.420672963953508	1
CTNNBIP1	0.411250381215378	0.509624754672974	1
ERN1	0.116650260730465	0.0590152944356388	1
PARP10	0.215612439669658	0.0984815867449466	1
SUZ12	0.212736724871237	0.982266312688503	1
KCTD12	0.0728292479158142	0.402455548030431	7.62486663132815e-09
THBD	0.0553427811007243	0.719000845020654	0.0133817655568949
GP5	0.0380332749974938	0.81833550301967	7.55338350665945e-08
COX5A	0.610273836420109	0.157020334542396	1
FAM219B	0.278789065918419	0.598849415191798	1
ZHX2	0.0204472339323378	0.0203900915851269	1
CPN2	0.0796318594954803	0.876353071543692	1
CPNE7	0.669827063574305	0.853047912668327	1
MPI	0.918951968110163	0.179897106213268	1
OPLAH	0.000139191285400323	0.0008786596899361	1
DPY19L3	0.532943802701451	0.509624754672974	1
TAF7	0.122316536426914	0.958636533973896	1
PFAS	0.0975460767312917	0.588594221619354	1
CYBC1	0.658836447768273	0.672786708421045	1
GAK	0.560803895285991	0.0842840627462018	1
ZBTB7A	0.337207150276851	0.199913511108796	1
TUFM	0.996993272939703	0.0741598123676629	0.660824161445944
ERICH3	0.0023626393301193	0.0007723096401445	1
RMI1	0.364966750828211	0.189710853318659	1
SELENOW	0.0035346499508434	0.500158378158135	0.108630319371822
SNX18	0.175229329536633	0.0401348180845839	1
AURKB	0.0959353191233166	0.923266362134876	1
MRFAP1	0.0124149399472286	0.992891973400876	1
C3orf38	0.493742482749911	0.0790902549462379	1
RCC2	0.0553427811007243	0.445373097879417	1
DPM3	0.742832814670442	0.263227691353225	1
CYC1	0.558186008581476	0.194763176462798	1
PER1	0.278789065918419	0.210511179936555	1
TMTC2	0.00824122781841993	0.332050260329151	1
FARSA	0.34894113452148	0.189710853318659	1
SPTY2D1	0.360919740299306	0.250790374339723	1
SAMD4B	0.948918942597014	0.88804729497073	1
GIMAP7	0.835755624581417	0.911506474750994	1
EDC3	0.033036760407002	0.445373097879417	1
TCAIM	0.193346012358338	0.639794967818091	5.07806586563166e-05
FUCA1	0.0430413980217813	0.175134047312123	1
CALR	0.289206925602782	0.0608564500479017	1
MAGED1	0.794751385988549	0.463244705418096	1
LDLRAD3	0.140545106189849	0.0287879926469833	1
CDH4	8.42997496197199e-05	0.0373428699853714	1
RAD23A	0.948918942597014	0.705526359166247	1
GADD45GIP1	0.871249718616199	0.619598904466966	1
TMEM151A	0.589191024123569	0.563882795498461	1
PTPN11	0.54297401804491	0.0717904623916318	1
RAB39A	0.90699364933795	0.65129530509798	1
CLK3	0.0702763727555592	0.173087791746177	1
HLA-DQB1	0.527962575160411	0.125100501967154	0.391948310609739
PACS2	0.0795275930515316	0.092588850229823	1
ELMOD2	0.070828546053201	0.0629253624213935	1
GPC5	0.0381583340106443	0.640655901322456	7.62486663132815e-09
VWA1	0.0034296471049043	0.263227691353225	1
GEMIN4	0.158355114276524	0.683634890934618	1
FJX1	0.465343210693384	0.244444444444444	1
MKRN3	7.59941734930566e-05	0.519184084823926	0.00222307378549474
ZBTB18	0.00628968353097537	0.835949694598148	1
SHARPIN	0.783129816021093	0.772611799575185	1
DNHD1	0.415616644296222	0.32592178723145	1
SLITRK4	0.0938149836845446	0.182348355948094	0.0327757521535243
GCC1	0.589191024123569	0.0147835294423952	1
ALOX15B	0.289206925602782	0.554556421162496	0.00179550299865245
CDC42EP4	0.697597025888017	0.5683309908015	3.83745240929812e-07
PIPOX	5.51411993845676e-05	0.0212073387417796	1.46659544111952e-07
CDH5	0.503402192533129	0.65129530509798	1
LRRC3B	0.936921566913605	0.823755223491389	1.46659544111952e-07
MYADM	4.66690036309138e-06	0.902328688537912	1
MROH1	0.279072916392956	0.630089834988991	1
GIPC3	0.675348030681143	0.0705944827997801	1
PDXDC1	0.972944354349335	0.0347179770329465	1
R3HDM2	0.0011268942283984	0.0741598123676629	1
NRXN1	0.0389395872155092	0.0790902549462379	1.07224687003052e-08
SEPHS2	0.0278816666455329	0.519184084823926	1
BBS10	0.0112342616454624	0.0629253624213935	0.0573386265467248
FIZ1	0.97895519530301	0.538576727160961	1
PUF60	0.0413609711724738	0.598849415191798	1
SSC5D	0.0261266474641041	0.939187156135668	1
ZNF771	0.581748788135074	0.0105826293893526	2.01344134483509e-08
TSHZ1	0.000201217767967874	0.0255155189393199	1
ZNF48	0.107646483092713	0.202682819138335	1
TRNAU1AP	0.398308944390434	0.619598904466966	1
EXOC3	0.737128012448743	0.946833961802666	1
MED14	0.853467196636022	0.232913564993497	1
FAHD1	0.230391558709467	0.125100501967154	0.0213493676660634
TDRP	0.0344527130688037	0.65129530509798	1
RCC1	0.242699054938287	0.0415959381701969	1
F2	0.680911353852074	0.662006203148412	1
PRKRA	0.0273014649511198	0.694548778780357	1
ZNRF2	0.156043882332541	0.538576727160961	1
FGD6	0.635647593773812	0.93143266940636	1
HCLS1	0.924937874581048	0.738820537503303	1
MTURN	0.604973127272146	0.165891280705499	1
ZNF609	0.000326086252135379	0.06505208209248	1
PAK2	0.972944354349335	0.107878014597277	1
CCDC66	0.0133670195050137	0.727664348535171	0.280238729594236
MCFD2	0.188041103098111	0.0495941614031043	1
GAS1	0.34894113452148	0.628340672974548	1
ARHGAP45	0.97895519530301	0.86468577953023	1
MIGA1	0.714449857456282	0.528835161908329	1
NRIP1	0.527962575160411	0.923266362134876	1
TSPYL5	0.221443787928816	0.5683309908015	1
MB21D2	0.130187293908818	0.598849415191798	1
PCGF5	0.64248254655781	0.0629253624213935	1
CHRM4	0.674583888754455	0.811482522110879	1.48923176393128e-08
ZDHHC20	0.474711828865841	0.982266312688503	1
ZFP3	0.201498648775459	0.640655901322456	1
PPA1	9.11043777080573e-06	0.003593179380845	0.0982975225783128
PSMG4	0.806416705738058	0.27608428271927	1
SSR4	0.428871472734641	0.0054616581252945	1
CUEDC1	0.0522827527646013	0.829870331803484	1
SCRIB	0.086693087092954	0.0431018461238187	1
KCTD2	0.558186008581476	0.65129530509798	1
D2HGDH	0.27537135803204	0.958636533973896	1
CMTR2	0.895055463731752	0.659554953066563	1
PITPNB	0.553093371320231	0.303064484317034	1
MRPL14	0.823991467312772	0.481509050840671	0.00240255747033688
BBS12	0.0104118088395839	0.850238811976091	1
NQO1	0.0512931645346805	0.772611799575185	1
FKRP	0.389813314691594	0.477254415353413	1
TRAPPC5	0.0912246093150989	0.683634890934618	1.53520732694737e-05
SLC25A42	0.377269446096623	0.436586762436574	1.46659544111952e-07
EHMT1	0.0754537658266707	0.841441945501886	1
ADIPOQ	0.569964052993658	0.672786708421045	1
F2R	0.345002569785677	0.0479006137860371	1
ZNF707	0.0118918275442371	0.210662516803641	1
NPM1	0.442358207032157	0.970448180392886	0.00305072152960267
PJA1	0.12620636209424	0.958636533973896	1
DHTKD1	0.00243908072352039	0.0154005332062763	1
PENK	0.826211946880911	0.058844215587877	1
ZNF746	0.415616644296222	0.847973209603145	1
POLR2A	0.255440438676164	0.232913564993497	1
TMEM132C	0.00777441174682782	0.0373428699853714	1
TMEM132E	0.484178631787963	0.170465732142578	0.00172029453094164
LRRC75A	0.016595952525009	0.175134047312123	1
DDX60L	0.373141663283033	0.481509050840671	1
OGFOD3	0.737128012448743	0.0373428699853714	1
AATK	0.239581617257317	0.144394620955936	1
RAP2B	0.0596171244007729	0.445373097879417	1
ZBTB2	0.11118283365497	0.331523108949511	1
SGSH	0.442358207032157	0.481509050840671	1
SETD2	0.163051564123562	1	1
MEX3D	0.258693889247709	0.588594221619354	1
MRPS23	0.800578725811299	0.598849415191798	1
PHLDA2	0.0630351284450379	0.0867482730082715	0.09246374557752
YIPF6	0.0823366525867401	0.269603408140199	1
ZBTB20	0.0319089983551783	0.0842840627462018	0.000474174014683624
AMIGO1	0.451476736301317	0.101538275149045	6.37748610585931e-07
COPG1	0.737128012448743	0.0387174650724041	1
ADGRB1	0.0034296471049043	0.0431018461238187	1
SLC9A9	0.202308203039169	0.179897106213268	1
RELL1	0.653367298215227	0.958636533973896	2.66274639390913e-07
RFX7	0.0574604021539389	0.437024403987	1
RNF41	0.446904811927386	0.923266362134876	1
IBA57	0.311027300883488	0.175134047312123	1
C5orf24	0.658836447768273	0.783975673771804	1
ADO	0.00035476719548606	0.0034263572694679	1
COA4	0.114805876253086	0.303064484317034	1
GINS3	0.0630351284450379	0.32441362099169	1
CCDC149	0.271981083219954	0.640974542538917	1
SNRPE	0.138426687758681	0.81833550301967	0.0201683456536613
PNMA8A	0.568436248028942	0.205162605871226	1
CHST15	0.0543074064215618	0.0147542288440425	1
IDH2	0.428871472734641	0.578420892719129	0.000526974309888913
TMEM259	0.289206925602782	0.0549852953859921	1
TNRC18	0.783129816021093	0.0478986728808104	1
FAM181B	0.00760846922750936	0.317279957932415	1
NOP10	0.760027377839106	0.41083487637907	1
FAM89A	0.0204472339323378	0.0912618365755693	1
KCNIP1	0.224399550509625	0.136419797788146	0.00552518828316982
TDRKH	0.0244630957754126	0.221509489353476	1
IST1	0.0503185303443945	0.029938243706112	0.000341441766027957
MRPL41	0.553093371320231	0.876353071543692	1
UNC5C	0.045664288789187	0.408624953519903	5.2420958090381e-09
TSEN54	0.0162079744090728	0.923266362134876	1
RGMA	0.442358207032157	0.899765938477385	1.80256612706242e-07
UBA7	0.901021880088355	0.750031981357858	4.6975016237496e-05
EXT1	0.771554365810948	0.577106312006618	1
SHMT2	0.023403112398517	0.282670603105127	1
MOB2	0.0130431141623551	0.394179535172429	1
HHIPL1	0.341091228256431	0.227160506622712	1.19138541114502e-10
ATP6AP2	0.000103265872885977	0.263227691353225	1
UBE2E2	3.11912138342206e-05	0.0105826293893526	1
SYNM	0.14268720382479	0.970448180392886	1
KCNA4	0.43422798839456	0.354365624619421	0.215009127141087
B4GALNT4	0.170282842474142	0.688008270227504	1
AP1S2	0.00964049215881269	0.55832602888094	1
C8orf33	0.151494842900789	0.12149461263127	1
C1S	0.00108748624980769	0.946833961802666	1
KBTBD3	0.240054073120116	0.386007358614507	1
YBEY	0.924937874581048	0.750031981357858	2.66274639390913e-07
CLN8	0.0893719677672405	0.0810796212120473	0.00132199318133554
CACNB4	0.714411789092126	0.394179535172429	0.00305072152960267
TRAPPC6B	0.299872073461851	0.165891280705499	1
NPLOC4	0.664323118350189	0.672786708421045	1
EXOC7	0.109403893319245	0.619598904466966	1
KPNA2	0.604973127272146	0.0334657217462253	1
BGN	0.124250128189931	0.500158378158135	1
CEP97	0.00303579758808359	0.662006203148412	1
FES	4.67029026576131e-05	0.369976338761913	8.33969787801516e-10
MXRA7	0.0397336794930235	0.111163338266246	1
LIMK2	0.523004171416484	0.269603408140199	3.69486740329228e-05
MFSD5	0.255440438676164	0.833616651080004	1
ADI1	0.877191531969555	0.783975673771804	1
CSF1R	0.484178631787963	0.0089107178358474	1
EPHB3	0.289206925602782	0.263227691353225	1
TRAK1	0.0209172803434025	0.0373428699853714	1
PLCB1	0.00194561874347599	0.0130612661035257	1
NDN	0.00398252398252978	0.0310767952238468	1
NTM	0.30348208784289	0.107878014597277	1
TTC3	0.230391558709467	0.384129102799843	1
TSKU	0.942918705896909	0.552737528351685	1
ANXA2	1.29508143407422e-06	0.0005109825054836	1.48923176393128e-08
RGS6	0.000138523669801945	0.694548778780357	1
GRID1	0.00760846922750936	0.0045434488595927	1
CRIP2	0.0351587729976527	0.923266362134876	1
ACBD3	0.930927847880785	0.004336913286459	1
PLCXD3	0.584392178385351	0.012014050285243	1
ALG12	0.737128012448743	0.394179535172429	1
COL18A1	0.285706838171043	0.06505208209248	1
RBM10	0.204268596430601	0.750031981357858	1
GLUD2	0.0796625257349034	0.0065442004021021	1
RGS7	0.720168614255577	0.761296480002007	1
TCEAL7	0.883139971374672	0.481509050840671	1
SRPRA	0.841651079766022	0.0130612661035257	1
EWSR1	0.102501999242435	0.310074615721289	1
HMGN4	0.329520920358809	0.0025650561571626	1
CNOT10	0.136331824879589	0.144394620955936	1
MTA1	0.11118283365497	0.0741598123676629	1
CADM1	0.00410175280214478	0.994088338219466	1
PYCR1	0.00813763629017627	0.841441945501886	1
NAA38	0.18542744473419	0.386007358614507	1
MCEMP1	0.0155566035000962	0.536507936507936	1
AP2A2	0.00303579758808359	0.436586762436574	1
SLC8A1	0.175229329536633	0.419316947256383	9.49534172682584e-08
PCP4	0.895055463731752	0.970448180392886	2.01344134483509e-08
ABAT	0.669827063574305	0.0897505005255134	1
SLC25A10	0.189006633629264	0.970448180392886	6.82985514647108e-06
CAMK1D	0.74855116562505	0.128789280167756	1
AFMID	0.415616644296222	0.457142857142857	1
BEGAIN	0.0927747352536861	0.386007358614507	1
GPC6	0.0250076716875526	0.022052972831095	1
ARHGEF37	0.341091228256431	0.377939487321328	1
CSMD1	0.604973127272146	0.029938243706112	1
RABIF	0.503402192533129	0.317190986635688	1
TMEM119	0.329520920358809	0.0495941614031043	1
SMDT1	0.227382121759549	0.537862593429059	1
C2CD4C	0.960927405901721	0.402455548030431	0.00151023874805475
CHST6	2.2258239053401e-06	0.100273714770654	0.00514599615986578
RUVBL2	0.27537135803204	0.250790374339723	1
CTNNA3	0.00740688530188226	0.0984815867449466	1
PRR36	0.00646529253199746	0.27608428271927	6.82985514647108e-06
PTTG1IP	0.470015177234435	0.598849415191798	3.03040793178848e-06
DDX41	0.493742482749911	0.238769221089691	1
DAZAP2	0.604973127272146	0.06505208209248	1
SELENOF	0.105910460768063	0.215959922023962	0.0518170291603634
TMEM121B	0.000262919713165898	0.714622401597107	0.00342575726662285
BCOR	0.0493586953686083	0.655676471383632	1
KIAA2026	0.599692276386861	0.690996398559424	1
FHL3	0.0553427811007243	0.165891280705499	4.76554164458009e-10
SF3A3	0.160690970794968	0.911506474750994	1
GRIN2A	0.953924196460327	0.317190986635688	1
MX2	0.24627534953226	0.935043046278691	0.000189100624028795
EP400	0.0927747352536861	0.117970523517539	1
COA5	0.484178631787963	0.269603408140199	1
UTP11	0.460696061262847	0.806839866740437	1
PSMG1	0.22794574880057	0.303064484317034	0.00979246300245087
PRR14L	0.215612439669658	0.419316947256383	1
ACSM5	0.0244630957754126	0.307625243090925	1
PCBP3	0.00628968353097537	0.538576727160961	1
SETD3	0.385605341146077	0.662006203148412	1
FBXL7	0.765784668268733	0.538576727160961	1
TANGO2	0.911055565681328	0.795385805194481	1
SFXN4	0.0574604021539389	0.0513397044021404	1.80256612706242e-07
MRPL54	0.800578725811299	0.354365624619421	1
HMCES	0.389813314691594	0.65129530509798	7.55338350665945e-08
NDUFB1	0.289206925602782	0.55832602888094	1
KLHL25	0.0199859365521146	0.210511179936555	1
ALYREF	0.120405452784465	0.029938243706112	1
RFLNB	0.518068762449255	0.3468445028232	1
UPP1	0.000138523669801945	0.0401348180845839	1.19138541114502e-10
OPCML	0.00201038818316447	0.114527135166908	1.19138541114502e-10
LHFPL6	0.014379273374275	0.0495701643229339	1
CMTM4	0.754282780824207	0.256956803214887	2.66274639390913e-07
TBK1	0.720097684691909	0.88804729497073	1
CBX6	1	0.0758398103778754	1
TBL3	0.138426687758681	0.619598904466966	1
CHEK2	0.156043882332541	0.463244705418096	1
AIFM3	0.0927747352536861	0.970448180392886	1
KCTD16	0.00646242945197965	0.519184084823926	1
ZNF703	0.0532874482494996	0.899765938477385	1.07224687003052e-08
KCTD8	0.720097684691909	0.296160522545273	1
EMILIN3	0.212736724871237	0.27608428271927	3.57415623343507e-09
FAM162B	0.345002569785677	0.262354164674629	0.0258547532829142
RBM12B	0.00802555650869973	0.0167028816738824	1
LIN9	0.0389395872155092	0.342324720929027	1
BTBD9	0.224399550509625	0.132562024084012	1
NUDT14	0.207064874867795	0.876353071543692	1
KIRREL1	0.109403893319245	0.394179535172429	1
IQGAP3	0.731437037468733	0.0629253624213935	1
TOB2	0.0162079744090728	0.205611952667616	1
PRKX	0.000874931839220503	0.911506474750994	1
SMTN	0.930927847880785	0.0897505005255134	1
COA3	0.261974649912804	0.289362615318698	1
PTP4A2	0.0154545927637503	0.18475576467892	1.36377888013771e-06
ACTG1	0.165437002096257	0.117970523517539	0.00369651270654508
DENND5A	0.360919740299306	0.0816536593184558	1
ADAP2	0.637067428133294	0.509624754672974	1
UQCR10	0.498560431184108	0.175134047312123	1
FAM120C	0.442358207032157	0.152721968493769	1
NIPSNAP1	0.165437002096257	0.310074615721289	0.00179550299865245
CNTN2	0.500250786213619	0.853047912668327	2.26363228117554e-09
KCNQ3	0.859387236612333	0.44841386891123	1
NR2C2AP	0.589191024123569	0.0310767952238468	0.00203774393928287
CRELD2	0.0493586953686083	0.0130612661035257	1
SCFD2	0.289206925602782	0.727664348535171	1
PPP1R2	0.877191531969555	0.394179535172429	1
TSPYL2	0.153757163747276	0.60918486246129	1
PGP	0.930927847880785	0.519184084823926	0.000146720543045003
IRAK1	0.806416705738058	0.829870331803484	1
CMSS1	0.0255621446310393	0.490786109629087	1
PCDH9	0.000554326231212455	0.27608428271927	1
OAF	0.00802555650869973	0.136419797788146	1
TM2D3	0.0585429592498171	0.136419797788146	0.0187065302911094
TSSC4	0.151494842900789	0.783975673771804	1
PRKD1	0.0284876260810775	0.0549852953859921	1
ZDHHC23	4.1714075823829e-05	0.659317426759287	1
EFNA5	0.00182142010732022	0.750031981357858	1
MAP7D2	0.97895519530301	0.946833961802666	1
CSF1	0.451476736301317	0.509624754672974	1
COLEC10	0.0460070361190256	0.176167649349316	1
PLA2G6	0.0532874482494996	0.0741598123676629	1
MAML2	2.03203098763694e-05	0.0054616581252945	1
SS18L1	0.0351587729976527	1	1
KCND2	0.00322760040459936	0.0105826293893526	1
COPB2	0.883139971374672	0.0629253624213935	1
KNTC1	0.703199259335796	0.0549852953859921	1
TXNRD2	0.271981083219954	0.0387174650724041	1
POU3F2	0.924937874581048	0.946833961802666	1
PTP4A3	0.583971051041197	0.437024403987	1
PROS1	0.314476964063261	0.27608428271927	1
ZFP1	0.364966750828211	0.270954700510526	1
CEND1	0.221443787928816	0.994088338219466	1
LPAR5	0.523004171416484	0.609194540821385	1
XPOT	0.0413609711724738	0.317190986635688	1
PDE4B	0.218514771601426	0.369976338761913	2.7044448832992e-08
SNN	0.503402192533129	0.83212986645388	5.4112725374207e-07
NELL2	0.0101491482906582	0.0717904623916318	1
MED12	0.0823366525867401	0.232913564993497	1
SEPTIN9	0.470015177234435	0.339177541811826	1
RALYL	0.560803895285991	0.772611799575185	1
ZBTB40	0.209887560570599	0.386007358614507	1
SEPTIN5	0.461896735674321	0.640655901322456	1
RNLS	0.000532903049079208	0.490786109629087	1
APOBR	0.518068762449255	0.0136145393998766	1
FAM110C	0.000340167860638482	0.1210598199791	3.86711790603563e-06
ATL3	0.0991773443342648	0.32441362099169	1
NDUFA12	0.377269446096623	0.619598904466966	2.19691469815142e-07
UBE2G2	0.385605341146077	0.0694834893535557	1
OSBP2	0.415616644296222	0.994088338219466	1
TMED9	0.0381583340106443	0.5683309908015	1
RBM33	0.456073861307055	0.899765938477385	1
ARMCX2	0.548022644319972	0.445373097879417	1
RBM43	0.594431504106697	0.605125102357385	0.0031717294735658
TCEAL2	0.00243908072352039	0.0025650561571626	1
JAG2	0.583971051041197	0.504681365146481	1
FMNL1	0.175229329536633	0.750031981357858	1
PTRHD1	0.88909472192918	0.672786708421045	1
ZFP90	0.156043882332541	0.812455865799775	1
NOC4L	0.537947676114568	0.472328250759407	1
NDUFA6	0.239581617257317	0.55832602888094	1
SORCS2	0.0173950536276447	0.250790374339723	1
BRI3BP	0.261974649912804	0.157020334542396	1
DGAT1	0.115151042680353	0.853009851664558	1
ROBO2	0.212736724871237	0.806839866740437	1
AP3M1	0.00720983056934898	0.369976338761913	1
F8	0.664323118350189	0.968813912700542	1
CA13	0.224987865928211	0.136419797788146	1
BRF1	0.604973127272146	0.463244705418096	1
SEMA4B	0.0959353191233166	0.0531363850298677	1
CIB1	0.0728292479158142	0.0790902549462379	1
ANKS1B	0.132212256363227	0.144394620955936	1
NELFA	0.124308719829214	0.0869826237433354	1
FLRT2	0.558186008581476	0.519184084823926	1
RPS27L	0.95492195030477	0.101538275149045	1
MANEAL	0.0115202253187748	0.0093049442824687	5.93309934750222e-08
FAF1	0.341091228256431	0.853047912668327	1
FAM43A	0.0959353191233166	0.616891769754664	0.0042917151570209
HSF1	0.0186533107945394	0.806839866740437	1
C6orf120	0.972944354349335	0.0454800017710382	1
PURA	0.0715439325890635	0.436586762436574	1
INPP5J	0.209887560570599	0.619598904466966	1
DDX51	0.0474828113026704	0.179897106213268	1
NRBP2	0.573593457679033	0.419316947256383	1
TNFAIP2	0.00332731598791021	0.029938243706112	1
TCEAL9	0.637067428133294	0.761904761904762	1
RAB11B	0.310784542315723	0.092588850229823	1
PRMT3	0.794751385988549	0.750031981357858	1
PRPF39	0.227382121759549	0.0387174650724041	1
ZNF74	0.000262919713165898	0.738820537503303	1
UBALD2	0.488948498909822	0.0380694278308808	1
GALNT17	0.948918942597014	0.353288949572628	0.0265595830873517
ARL15	0.076793279454561	0.0608564500479017	1
CDK10	0.675348030681143	0.611596163041313	1
TCN2	0.227382121759549	0.643656213450645	1
GAS2L1	0.865314849210451	0.841441945501886	1
ATP6V0A2	0.016595952525009	0.472328250759407	1
PRKN	0.429729637112095	0.935043046278691	1
HGS	0.0953347573163898	0.012014050285243	1
TNFAIP8L1	0.446904811927386	0.107404636330254	1
MAPK11	0.960927405901721	0.829870331803484	1
SP140L	0.0140349925070997	0.152721968493769	2.64063428067828e-05
SMYD3	0.0213961990339416	0.369976338761913	1
ZSWIM9	0.806416705738058	0.313990124351627	1
GPRIN3	0.198754956079933	0.394179535172429	1
ROR1	0.180277271192919	0.636811498302887	1
MUC1	0.167847393468643	0.482673792456497	1
FAAP100	0.0741324734356036	0.672786708421045	1
SV2B	0.262319924451543	0.899765938477385	1
PRKG1	0.028395851950925	0.54840747009319	1
NR2F2	0.156043882332541	0.853047912668327	0.85194391581532
LSAMP	0.000599394460033022	0.0531363850298677	1
AHNAK2	7.21112984115791e-05	0.194763176462798	0.000680766201903227
OLFML2A	0.0795275930515316	0.307798671679538	1
SP1	0.278789065918419	0.538576727160961	1
PDIA2	0.415616644296222	0.780807991778996	1
PCGF3	0.138426687758681	0.633342300699066	1
LMLN	0.019089096540952	0.283073893152809	1
P4HB	0.0596415541735629	0.0181009487394497	1
PSMD13	0.00646529253199746	0.41083487637907	1
PBX1	0.0823366525867401	0.369976338761913	1
NDUFA4L2	0.221443787928816	0.0322523100546643	8.33969787801516e-10
SHC4	0.806416705738058	0.672786708421045	1
ZFP36L1	0.812265023474445	0.970448180392886	1
UBE2L3	0.883139971374672	0.829870331803484	1
BRWD1	0.626292893585902	0.588594221619354	1
SYN3	0.000652024922326476	0.662006203148412	1
DRG1	0.742832814670442	0.0608564500479017	1
ANKFY1	0.871249718616199	0.256956803214887	1
YTHDF3	0.692010525280089	0.0869826237433354	1
ZNF696	0.00345956592244965	0.753692181587479	1
CXorf38	0.930927847880785	0.923266362134876	1
KCNQ5	0.00447784005230383	0.0055460944896462	1
KCNIP4	0.0373897718807786	0.022052972831095	1
MORF4L1	0.703199259335796	0.238769221089691	1.18661986950044e-07
WDR53	0.314476964063261	0.923266362134876	1
DMWD	0.356899766400823	0.152721968493769	1
SLC52A2	0.669827063574305	0.783975673771804	0.00704061086828701
IKZF1	0.800578725811299	0.935043046278691	1
PCYT2	0.474711828865841	0.490786109629087	1
NAT8L	0.871249718616199	0.829870331803484	1
BCAP31	0.170282842474142	0.0842840627462018	1
GNB1L	0.859387236612333	0.0694834893535557	1
LAMP1	0.14268720382479	0.716565579503623	1
POMK	0.0665786621552623	0.144394620955936	1
KLHDC8B	0.503402192533129	0.923266362134876	1
RTN4RL1	0.130070169920906	0.618181818181818	1
NKAIN3	0.0381583340106443	0.0115189042202442	1
ZNF267	0.446904811927386	0.694548778780357	0.0174798318569414
IRS2	0.0104118088395839	0.232913564993497	0.00151023874805475
BICD2	0.321944126231437	0.194763176462798	1
SLITRK2	0.0250076716875526	0.0068433725770929	1
RASA3	0.0121104640333768	0.0549852953859921	1
LRCH3	0.170282842474142	0.481509050840671	0.000425855234840897
AIDA	0.725760170094755	0.386007358614507	1
KRT5	0.0627961415852701	0.140363651575472	1
AGBL4	0.00332731598791021	0.530737418394337	1
ANKRD46	0.0512931645346805	0.263227691353225	1
PIP5K1C	0.895055463731752	0.269603408140199	1
C2orf76	0.218514771601426	0.215959922023962	5.93309934750222e-08
POLR3C	0.0881839367972738	0.994088338219466	1
WWOX	0.826211946880911	0.354365624619421	1
BCL9L	0.0912246093150989	0.232913564993497	5.91671779809897e-05
POLR1D	1.64363460347362e-07	0.0001278438625721	5.2420958090381e-09
KIF18B	0.144853105536674	0.362598988917597	1
ZNRF1	0.0147305605728027	0.402455548030431	1
SAPCD2	0.00562705495511228	0.385097061607915	1
